cdmTableName,cdmFieldName,checkName,Threshold,checkParameter,checkParameter_conceptId,checkParameter_conceptName,checkParameter_unitConceptId,checkParameter_unitConceptName,Notes
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8576,8840",3009596,Cholesterol in VLDL [Mass/volume] in Serum or Plasma by calculation,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8739,9346,9373,9529",3025315,Body weight,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"720870,8795",3053283,"Glomerular filtration rate/1.73 sq M.predicted among blacks [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)",,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8736,8753,8840",4008265,Total cholesterol measurement,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"720870,8795",36303797,"Glomerular filtration rate/1.73 sq M.predicted among non-blacks [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (CKD-EPI)",,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"32995,8645,8923",37398460,Serum alkaline phosphatase level,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8840,3013682,Urea nitrogen [Mass/volume] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"32706,8785,8815,8931",3026361,Erythrocytes [#/volume] in Blood,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8483,8541,-1",3027018,Heart rate,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8554,4013965,"Oxygen saturation measurement, arterial",,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8784,8816,8848,8961,9436,9444",3013429,Basophils [#/volume] in Blood by Automated count,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8583,3023599,MCV [Entitic volume] by Automated count,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8525,-1",3036588,Neutrophil cytoplasmic Ab.perinuclear [Presence] in Serum,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8848,8961,9444",4298431,White blood cell count,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8848,8961,9444",3017732,Neutrophils [#/volume] in Blood,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8636,8713",3024561,Albumin [Mass/volume] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8713,8840,9579,8923",3034639,Hemoglobin A1c [Mass/volume] in Blood,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8784,8848,8961,9444",3013650,Neutrophils [#/volume] in Blood by Automated count,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8636,8713,8950",3021886,Globulin [Mass/volume] in Serum,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8848,9444",4254663,Lymphocyte count,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8840,3001420,Magnesium [Mass/volume] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8848,8961,9444,32706",3007461,Platelets [#/volume] in Blood,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8564,3012030,MCH [Entitic mass] by Automated count,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"720870,8795",40764999,"Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (CKD-EPI)",,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8817,3008893,Testosterone [Mass/volume] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8840,8749",3016723,Creatinine [Mass/volume] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8645,8923",3026910,Gamma glutamyl transferase [Enzymatic activity/volume] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8784,8816,8848,8961,9436,9444",3033575,Monocytes [#/volume] in Blood by Automated count,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8848,8961,9444",3041084,Immature granulocytes [#/volume] in Blood by Automated count,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8554,8632,8737,9579",4184637,Hemoglobin A1c measurement,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8483,8541",4313591,Respiratory rate,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8583,37393851,MCV - Mean corpuscular volume,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"720870,8795",1619025,"Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (CKD-EPI 2021)",,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8554,3013869,Basophils/100 leukocytes in Blood by Automated count,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8554,-1",3035472,Albumin/Protein.total in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8753,9557",3039000,Anion gap in Blood,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8816,8848,8961,9436,9444",3000905,Leukocytes [#/volume] in Blood by Automated count,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8753,9557",3015632,"Carbon dioxide, total [Moles/volume] in Serum or Plasma",,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8554,-1",3032710,Calcium.ionized/Calcium.total corrected for albumin in Blood,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8554,8632,8737",4197971,HbA1c measurement (DCCT aligned),,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8554,-1",42869452,Immature granulocytes/100 leukocytes in Blood by Automated count,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8523,8596,8606,-1",3002109,Cholesterol in LDL/Cholesterol in HDL [Mass Ratio] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8784,8816,8848,8961,9436,9444",3004327,Lymphocytes [#/volume] in Blood by Automated count,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,586323,3006322,Oral temperature,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8554,3008342,Neutrophils/100 leukocytes in Blood by Automated count,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8636,8713",3020630,Protein [Mass/volume] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8748,8842",3001122,Ferritin [Mass/volume] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8554,3009542,Hematocrit [Volume Fraction] of Blood,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8765,8786",3010189,Epithelial cells [#/area] in Urine sediment by Microscopy high power field,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8554,3010457,Eosinophils/100 leukocytes in Blood by Automated count,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8583,4192368,Platelet mean volume determination,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8753,9557",3014576,Chloride [Moles/volume] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8840,8749",3024128,Bilirubin.total [Mass/volume] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8523,8554,8596,-1",3018311,Urea nitrogen/Creatinine [Mass Ratio] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"586323,9289",3020891,Body temperature,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8840,8923",3037556,Urate [Mass/volume] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"44777578,9040",37399332,Serum TSH (thyroid stimulating hormone) level,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8840,3011904,Phosphate [Mass/volume] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8554,-1",3019897,Erythrocyte distribution width [Ratio] by Automated count,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8786,3025255,Bacteria [#/area] in Urine sediment by Microscopy high power field,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8753,8840",4076704,High density lipoprotein measurement,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8848,8961,9444",4172647,Basophil count,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"32995,8645,8923",37393531,Serum alanine aminotransferase level,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8554,-1",40771529,Immature granulocytes/100 leukocytes in Body fluid,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8576,8723,8751,8840,8859,8636",3000034,Microalbumin [Mass/volume] in Urine,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8786,8889",3035124,Erythrocytes [#/area] in Urine sediment by Microscopy high power field,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8554,8848",3002030,Lymphocytes/100 leukocytes in Blood,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"44777578,8719,8860,9040,9093,9550",3019170,Thyrotropin [Units/volume] in Serum or Plasma by Detection limit <= 0.005 mIU/L,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8842,3020149,25-hydroxyvitamin D3 [Mass/volume] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8647,8784,8785,8848,8961",3022174,Leukocytes [#/volume] in Body fluid,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8816,8848,8961,9436,9444",3024929,Platelets [#/volume] in Blood by Automated count,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"720870,8795",3049187,"Glomerular filtration rate/1.73 sq M.predicted among non-blacks [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)",,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8848,37398676,Basophil count,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8523,8596,-1",4112223,BUN/Creatinine ratio,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8576,8840",3017250,Creatinine [Mass/volume] in Urine,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8840,8753",4191837,Calculated LDL cholesterol level,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8554,3022096,Basophils/100 leukocytes in Blood,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8523,8723,8838,9017,9072",3034485,Albumin/Creatinine [Mass Ratio] in Urine,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"720870,8795",44790183,Glomerular filtration rate testing,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8749,8837",3002400,Iron [Mass/volume] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8713,8753",3003338,MCHC [Mass/volume],,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
